net,length_um
_11650_,9.7
top_inst.axis_out_inst.out_buff_data\[73\],9.7
net698,9.7
_00705_,9.685
_04324_,9.68
_04354_,9.68
_06778_,9.68
_07822_,9.68
_09689_,9.68
_04651_,9.66
_05133_,9.66
_05584_,9.66
_07769_,9.66
_09614_,9.66
_09706_,9.66
_10350_,9.66
_10970_,9.66
_11318_,9.66
_02319_,9.65
net257,9.645
_01755_,9.64
_08068_,9.64
_08438_,9.64
_11113_,9.64
net1083,9.64
_01892_,9.62
_02372_,9.62
_02912_,9.62
_03670_,9.62
_03832_,9.62
_04654_,9.62
_04708_,9.62
_05013_,9.62
_06559_,9.62
_06673_,9.62
_08235_,9.62
_09462_,9.62
_11350_,9.62
_07456_,9.61
_01235_,9.6
_01338_,9.6
_07251_,9.6
_07896_,9.6
_08576_,9.6
_09960_,9.6
_10097_,9.6
_11008_,9.6
_11173_,9.6
_05946_,9.595
_01266_,9.58
_01721_,9.58
_02045_,9.58
_02179_,9.58
_02207_,9.58
_04540_,9.58
_05492_,9.58
_06117_,9.58
_06548_,9.58
_08630_,9.58
_09304_,9.58
_09474_,9.58
_09781_,9.58
_11077_,9.58
_11220_,9.58
_11525_,9.58
top_inst.deskew_buff_inst.row\[1\].delayed_pass.shift_reg\[1\]\[19\],9.58
net580,9.58
_01663_,9.575
_01729_,9.56
_02454_,9.56
_07184_,9.56
_09484_,9.56
_01780_,9.54
_02744_,9.54
_03001_,9.54
_04924_,9.54
top_inst.skew_buff_inst.row\[2\].output_reg\[0\],9.54
net744,9.54
_01062_,9.535
_00766_,9.525
_04518_,9.52
_04666_,9.52
_04834_,9.52
_05621_,9.52
_06246_,9.52
_06542_,9.52
_10542_,9.52
top_inst.axis_out_inst.out_buff_data\[65\],9.52
top_inst.skew_buff_inst.row\[3\].has_delay.shift_reg\[0\]\[3\],9.52
_01496_,9.5
_02059_,9.5
_02109_,9.5
_02553_,9.5
_03494_,9.5
_03664_,9.5
_04200_,9.5
_07012_,9.5
_07027_,9.5
_07985_,9.5
_08874_,9.5
_09378_,9.5
_09478_,9.5
_10224_,9.5
_10665_,9.5
_11419_,9.5
_02444_,9.49
_00141_,9.48
_02417_,9.48
_03106_,9.48
_03808_,9.48
_04465_,9.48
_04560_,9.48
_04960_,9.48
_05019_,9.48
_05239_,9.48
_05259_,9.48
_06027_,9.48
_07429_,9.48
_08132_,9.48
_08786_,9.48
_08829_,9.48
_08869_,9.48
_09039_,9.48
_09150_,9.48
_09408_,9.48
_09622_,9.48
_10012_,9.48
_11295_,9.48
_11420_,9.48
_11674_,9.48
top_inst.axis_out_inst.out_buff_data\[13\],9.48
top_inst.deskew_buff_inst.row\[0\].delayed_pass.shift_reg\[0\]\[13\],9.48
clknet_leaf_27_clk,9.48
net961,9.48
_04761_,9.475
_00169_,9.465
_02180_,9.46
_03912_,9.46
_06366_,9.46
_09088_,9.46
_09365_,9.46
_11293_,9.46
_00408_,9.445
_00470_,9.445
_00949_,9.445
net915,9.445
_01378_,9.44
_02275_,9.44
_03329_,9.44
_05069_,9.44
_07238_,9.44
_07584_,9.44
_07874_,9.44
_09751_,9.44
_10393_,9.44
_11153_,9.44
top_inst.axis_out_inst.out_buff_data\[85\],9.44
top_inst.deskew_buff_inst.col_input\[20\],9.44
top_inst.deskew_buff_inst.row\[2\].delayed_pass.shift_reg\[0\]\[13\],9.44
_06784_,9.43
_08678_,9.43
_00439_,9.42
_01770_,9.42
_03194_,9.42
_04712_,9.42
_05942_,9.42
_07753_,9.42
_08130_,9.42
_09634_,9.42
_00419_,9.4
_00933_,9.4
_02141_,9.4
_03033_,9.4
_03355_,9.4
_03604_,9.4
_04187_,9.4
_04434_,9.4
_05113_,9.4
_05627_,9.4
_05879_,9.4
_06022_,9.4
_06249_,9.4
_07132_,9.4
_10598_,9.4
net557,9.4
net1051,9.4
net1102,9.4
_03000_,9.395
_09772_,9.39
_10514_,9.39
_01390_,9.38
_03065_,9.38
_03368_,9.38
_03603_,9.38
_06244_,9.38
_06257_,9.38
_06503_,9.38
_07729_,9.38
_08195_,9.38
_08311_,9.38
_08504_,9.38
_08531_,9.38
_09048_,9.38
_09384_,9.38
net633,9.38
_07889_,9.37
_01937_,9.36
_02262_,9.36
_03276_,9.36
_04156_,9.36
_04190_,9.36
_04500_,9.36
_04908_,9.36
_04919_,9.36
_05477_,9.36
_07035_,9.36
_07915_,9.36
_08099_,9.36
_08564_,9.36
_08654_,9.36
_08728_,9.36
_08830_,9.36
_09786_,9.36
_09792_,9.36
_10081_,9.36
_11021_,9.36
top_inst.axis_out_inst.out_buff_data\[116\],9.36
net227,9.36
net998,9.36
_02767_,9.34
_03984_,9.34
_04279_,9.34
_05120_,9.34
_05909_,9.34
_06577_,9.34
_06807_,9.34
_07166_,9.34
_07193_,9.34
_09276_,9.34
_01043_,9.32
_01817_,9.32
_02087_,9.32
_02175_,9.32
_02252_,9.32
_02989_,9.32
_04801_,9.32
_04847_,9.32
_08816_,9.32
_09866_,9.32
_11453_,9.32
top_inst.deskew_buff_inst.row\[1\].delayed_pass.shift_reg\[0\]\[24\],9.32
top_inst.skew_buff_inst.row\[3\].has_delay.shift_reg\[1\]\[6\],9.32
_01795_,9.31
_00397_,9.305
_00177_,9.3
_02200_,9.3
_04611_,9.3
_05395_,9.3
_08594_,9.3
_09253_,9.3
_11106_,9.3
net237,9.3
net364,9.3
_05836_,9.29
_08689_,9.29
_01260_,9.28
_03019_,9.28
_03048_,9.28
_03480_,9.28
_03485_,9.28
_03706_,9.28
_05977_,9.28
_06284_,9.28
_06389_,9.28
_06830_,9.28
_08612_,9.28
_08803_,9.28
_08982_,9.28
_09489_,9.28
_11556_,9.28
net727,9.28
net1097,9.28
_10371_,9.275
_00325_,9.265
_03132_,9.26
_03288_,9.26
_04096_,9.26
_04315_,9.26
_04639_,9.26
_06281_,9.26
_07781_,9.26
_11455_,9.26
net630,9.26
net749,9.26
net263,9.245
net414,9.245
net417,9.245
net459,9.245
net479,9.245
net482,9.245
net529,9.245
net588,9.245
net593,9.245
net719,9.245
_01679_,9.24
_01899_,9.24
_03462_,9.24
_03624_,9.24
_04851_,9.24
_05852_,9.24
_06250_,9.24
_07499_,9.24
_08787_,9.24
_08862_,9.24
_09441_,9.24
_09487_,9.24
_09705_,9.24
_11302_,9.24
net730,9.24
_03774_,9.23
net353,9.225
_05157_,9.22
_05897_,9.22
_08013_,9.22
_09336_,9.22
_09398_,9.22
_09711_,9.22
_10190_,9.22
_10763_,9.22
_07389_,9.215
_00789_,9.205
_03552_,9.2
_08428_,9.2
_09730_,9.2
top_inst.axis_in_inst.inbuf_bus\[8\],9.2
_00124_,9.185
_00126_,9.185
net470,9.185
_01535_,9.18
_06663_,9.18
_07210_,9.18
_09000_,9.18
_09635_,9.18
_01699_,9.17
output_tdata[74],9.17
_03038_,9.16
_03239_,9.16
_04626_,9.16
_05159_,9.16
_05569_,9.16
_06512_,9.16
_06875_,9.16
_06913_,9.16
_06962_,9.16
_09024_,9.16
_09240_,9.16
_09837_,9.16
net1117,9.16
_09566_,9.155
_00640_,9.145
net509,9.145
_01432_,9.14
_07870_,9.14
_09056_,9.14
_10981_,9.14
_10987_,9.14
_11361_,9.14
_11371_,9.14
_11404_,9.14
_06171_,9.13
_01216_,9.12
_01619_,9.12
_02929_,9.12
_03656_,9.12
_03834_,9.12
_04236_,9.12
_04904_,9.12
_06052_,9.12
_07007_,9.12
_07992_,9.12
_08809_,9.12
_09251_,9.12
_09681_,9.12
_09887_,9.12
_10254_,9.12
_00401_,9.105
net527,9.105
net539,9.105
_02860_,9.1
_07259_,9.1
_11312_,9.1
_07306_,9.09
_10131_,9.09
input_tdata[30],9.09
_00136_,9.08
_01443_,9.08
_01505_,9.08
_01632_,9.08
_03105_,9.08
_03383_,9.08
_03429_,9.08
_03785_,9.08
_11671_,9.08
top_inst.grid_inst.rows\[1\].cols\[2\].pe_inst.weight_reg\[0\],9.08
net876,9.08
net427,9.065
_00902_,9.06
_01038_,9.06
_01692_,9.06
_03328_,9.06
_05189_,9.06
_06041_,9.06
_06370_,9.06
_06727_,9.06
_08478_,9.06
_09981_,9.06
_10635_,9.06
top_inst.axis_out_inst.out_buff_data\[33\],9.06
top_inst.deskew_buff_inst.col_input\[104\],9.06
top_inst.deskew_buff_inst.row\[1\].delayed_pass.shift_reg\[0\]\[12\],9.06
net1046,9.06
_01290_,9.04
_01897_,9.04
_04715_,9.04
_06419_,9.04
_07325_,9.04
_08601_,9.04
_09332_,9.04
_10683_,9.04
net294,9.04
net1030,9.04
_07252_,9.035
_00681_,9.025
_06633_,9.025
_00003_,9.02
_01174_,9.02
_04013_,9.02
_04595_,9.02
_04660_,9.02
_04817_,9.02
_04829_,9.02
_05090_,9.02
_05199_,9.02
_05986_,9.02
_08460_,9.02
_09221_,9.02
_10051_,9.02
_11727_,9.02
top_inst.deskew_buff_inst.col_input\[8\],9.02
net1045,9.02
_03862_,9
_03941_,9
_04526_,9
_06817_,9
_07221_,9
_07740_,9
_09397_,9
_10238_,9
top_inst.deskew_buff_inst.row\[0\].delayed_pass.shift_reg\[2\]\[14\],9
_00507_,8.985
_00790_,8.985
net701,8.985
_00974_,8.98
_02978_,8.98
_03666_,8.98
_04499_,8.98
_05172_,8.98
_06023_,8.98
_06617_,8.98
_06700_,8.98
_07049_,8.98
_08629_,8.98
_11519_,8.98
top_inst.deskew_buff_inst.col_input\[60\],8.98
_03909_,8.97
_01843_,8.96
_02657_,8.96
_02726_,8.96
_02992_,8.96
_03730_,8.96
_03841_,8.96
_05060_,8.96
_05249_,8.96
_06680_,8.96
_07587_,8.96
_08368_,8.96
output_tdata[108],8.96
output_tdata[10],8.96
output_tdata[116],8.96
output_tdata[19],8.96
output_tdata[22],8.96
output_tdata[37],8.96
output_tdata[38],8.96
output_tdata[43],8.96
output_tdata[55],8.96
output_tdata[58],8.96
output_tdata[64],8.96
output_tdata[68],8.96
output_tdata[77],8.96
output_tdata[87],8.96
output_tdata[92],8.96
output_tdata[95],8.96
output_tdata[9],8.96
_07165_,8.955
_07551_,8.95
_00252_,8.945
_01108_,8.945
_02217_,8.94
_02409_,8.94
_03180_,8.94
_04799_,8.94
_05380_,8.94
_05478_,8.94
_07111_,8.94
_07762_,8.94
_08574_,8.94
_08940_,8.94
_10402_,8.94
top_inst.deskew_buff_inst.col_input\[110\],8.94
top_inst.deskew_buff_inst.row\[1\].delayed_pass.shift_reg\[1\]\[24\],8.94
top_inst.valid_pipe\[3\],8.94
net578,8.94
output_tdata[54],8.93
_00989_,8.925
_01335_,8.92
_02530_,8.92
_03330_,8.92
_03631_,8.92
_03634_,8.92
_04302_,8.92
_04605_,8.92
_06565_,8.92
_08185_,8.92
_08186_,8.92
_08751_,8.92
_08824_,8.92
_09754_,8.92
_09904_,8.92
_10411_,8.92
_10557_,8.92
_11049_,8.92
_11326_,8.92
_00840_,8.905
_01128_,8.9
_01328_,8.9
_01371_,8.9
_01727_,8.9
_01881_,8.9
_02841_,8.9
_02934_,8.9
_03085_,8.9
_03696_,8.9
_03717_,8.9
_03949_,8.9
_04071_,8.9
_04534_,8.9
_05804_,8.9
_06043_,8.9
_06110_,8.9
_06309_,8.9
_06401_,8.9
_06821_,8.9
_07526_,8.9
_07993_,8.9
_08032_,8.9
_10179_,8.9
top_inst.grid_inst.rows\[2\].cols\[3\].pe_inst.sum_output\[19\],8.9
_02255_,8.88
_02393_,8.88
_02507_,8.88
_03254_,8.88
_09841_,8.88
_05834_,8.87
_00444_,8.865
_00639_,8.865
_08343_,8.865
net255,8.865
_03871_,8.86
_04763_,8.86
_04989_,8.86
_05251_,8.86
_06776_,8.86
_07519_,8.86
_09894_,8.86
top_inst.grid_inst.data_path_wires\[16\]\[1\],8.86
_05028_,8.85
_01030_,8.845
_02506_,8.84
_04130_,8.84
_05971_,8.84
_08767_,8.84
_10985_,8.84
input_tdata[22],8.84
input_tdata[9],8.84
_02169_,8.82
_02184_,8.82
_02448_,8.82
_02755_,8.82
_03338_,8.82
_03401_,8.82
_04358_,8.82
_05053_,8.82
_07316_,8.82
_08685_,8.82
_10154_,8.82
_11511_,8.82
_10785_,8.81
_01116_,8.8
_01253_,8.8
_01477_,8.8
_01909_,8.8
_02484_,8.8
_03518_,8.8
_03991_,8.8
_05345_,8.8
_06330_,8.8
_06829_,8.8
_06965_,8.8
_07018_,8.8
_08313_,8.8
_08833_,8.8
_08873_,8.8
_09124_,8.8
_09351_,8.8
_10266_,8.8
_10984_,8.8
top_inst.grid_inst.rows\[0\].cols\[2\].pe_inst.weight_reg\[5\],8.8
top_inst.grid_inst.rows\[2\].cols\[2\].pe_inst.sum_output\[19\],8.8
top_inst.grid_inst.rows\[2\].cols\[2\].pe_inst.sum_output\[24\],8.8
_05357_,8.79
_01357_,8.78
_01745_,8.78
_02298_,8.78
_02449_,8.78
_03201_,8.78
_03811_,8.78
_03936_,8.78
_04430_,8.78
_05805_,8.78
_05952_,8.78
_07722_,8.78
_07950_,8.78
_08083_,8.78
_08960_,8.78
_09425_,8.78
_09688_,8.78
_10111_,8.78
_10217_,8.78
_10314_,8.78
_10460_,8.78
_10502_,8.78
_09345_,8.77
_09814_,8.77
_00605_,8.765
_01104_,8.765
_01109_,8.765
_00811_,8.76
_04068_,8.76
_08402_,8.76
_08660_,8.76
_09023_,8.76
_09227_,8.76
_11303_,8.76
_02131_,8.755
_00122_,8.725
_01641_,8.72
_02195_,8.72
_03317_,8.72
_08422_,8.72
_11414_,8.72
input_tdata[18],8.72
input_tdata[23],8.72
input_tdata[25],8.72
input_tdata[31],8.72
top_inst.grid_inst.rows\[3\].cols\[2\].pe_inst.weight_reg\[0\],8.72
_08255_,8.71
_10141_,8.71
_01329_,8.7
_02067_,8.7
_02150_,8.7
_02273_,8.7
_02384_,8.7
_02499_,8.7
_02807_,8.7
_03007_,8.7
_03613_,8.7
_03971_,8.7
_04776_,8.7
_05721_,8.7
_05866_,8.7
_05976_,8.7
_06067_,8.7
_06376_,8.7
_06850_,8.7
_07124_,8.7
_07151_,8.7
_08393_,8.7
_09267_,8.7
_09933_,8.7
_10137_,8.7
_10347_,8.7
_11325_,8.7
_11384_,8.7
top_inst.axis_out_inst.out_buff_data\[30\],8.7
top_inst.deskew_buff_inst.row\[1\].delayed_pass.shift_reg\[1\]\[21\],8.7
net592,8.7
net752,8.7
_06761_,8.69
_02671_,8.68
_03011_,8.68
_05857_,8.68
_06571_,8.68
_07390_,8.68
_10488_,8.68
_01985_,8.66
_02294_,8.66
_03188_,8.66
_03789_,8.66
_04054_,8.66
_04634_,8.66
_04849_,8.66
_06068_,8.66
_06743_,8.66
_07451_,8.66
_09942_,8.66
_11214_,8.66
_11529_,8.66
_10536_,8.655
net390,8.645
_03271_,8.63
top_inst.axis_out_inst.out_buff_data\[45\],8.63
_00272_,8.625
_03995_,8.62
_04375_,8.62
_05613_,8.62
top_inst.axis_out_inst.out_buff_data\[104\],8.62
top_inst.deskew_buff_inst.row\[0\].delayed_pass.shift_reg\[1\]\[31\],8.62
_00697_,8.615
_09506_,8.61
_00504_,8.605
net455,8.605
_02547_,8.6
_05104_,8.6
_05388_,8.6
_06222_,8.6
_06703_,8.6
_07405_,8.6
_08489_,8.6
_09234_,8.6
_09857_,8.6
_10129_,8.6
top_inst.axis_out_inst.out_buff_data\[44\],8.6
net859,8.6
net922,8.6
net1042,8.6
net1086,8.6
_07109_,8.595
_01306_,8.58
_01874_,8.58
_02426_,8.58
_02495_,8.58
_03128_,8.58
_03748_,8.58
_05238_,8.58
_05891_,8.58
_06247_,8.58
_07017_,8.58
_08301_,8.58
_08643_,8.58
_08937_,8.58
_09081_,8.58
_09444_,8.58
_11078_,8.58
_11410_,8.58
_11434_,8.58
top_inst.deskew_buff_inst.col_input\[5\],8.58
top_inst.grid_inst.rows\[0\].cols\[3\].pe_inst.weight_reg\[5\],8.58
net658,8.58
net665,8.58
_07991_,8.575
_00096_,8.56
_00283_,8.56
_00903_,8.56
_01326_,8.56
_02161_,8.56
_02568_,8.56
_02861_,8.56
_02923_,8.56
_04501_,8.56
_04702_,8.56
_04855_,8.56
_05086_,8.56
_05210_,8.56
_05422_,8.56
_06028_,8.56
_06581_,8.56
_08112_,8.56
_08491_,8.56
_08848_,8.56
_10107_,8.56
_10586_,8.56
_10709_,8.56
_11266_,8.56
_11353_,8.56
_11380_,8.56
_11398_,8.56
_11521_,8.55
_01525_,8.54
_03551_,8.54
_03955_,8.54
_04033_,8.54
_04074_,8.54
_06572_,8.54
_06720_,8.54
_06757_,8.54
_08806_,8.54
_09347_,8.54
_09442_,8.54
_11402_,8.54
_00467_,8.525
_01145_,8.525
net322,8.525
net328,8.525
net409,8.525
_00936_,8.52
_01217_,8.52
_01693_,8.52
_01818_,8.52
_03045_,8.52
_05005_,8.52
_06537_,8.52
_06858_,8.52
_09876_,8.52
_10067_,8.52
_10547_,8.52
top_inst.deskew_buff_inst.col_input\[22\],8.52
top_inst.deskew_buff_inst.col_input\[44\],8.52
top_inst.deskew_buff_inst.col_input\[84\],8.52
top_inst.deskew_buff_inst.row\[2\].delayed_pass.shift_reg\[0\]\[14\],8.52
net440,8.52
_01784_,8.51
_01389_,8.5
_02075_,8.5
_02172_,8.5
_02582_,8.5
_02683_,8.5
_02842_,8.5
_04625_,8.5
_04638_,8.5
_05348_,8.5
_07730_,8.5
_08041_,8.5
_11496_,8.5
net789,8.5
net253,8.5
_01185_,8.49
_02340_,8.49
_01320_,8.485
net421,8.485
_01367_,8.48
_01873_,8.48
_02212_,8.48
_02390_,8.48
_03584_,8.48
_04528_,8.48
_05055_,8.48
_05154_,8.48
_05370_,8.48
_05624_,8.48
_05754_,8.48
_06311_,8.48
_06729_,8.48
_07192_,8.48
_07235_,8.48
_07286_,8.48
_07435_,8.48
_08101_,8.48
_08302_,8.48
_09316_,8.48
_09414_,8.48
_09865_,8.48
_10001_,8.48
_10229_,8.48
_10750_,8.48
net463,8.48
net513,8.48
_10496_,8.475
_00687_,8.465
_01523_,8.465
_07095_,8.465
_01482_,8.46
_02079_,8.46
_02727_,8.46
_03766_,8.46
_03947_,8.46
_03951_,8.46
_04351_,8.46
_04653_,8.46
_05801_,8.46
_05803_,8.46
_05816_,8.46
_06724_,8.46
_06810_,8.46
_06917_,8.46
_07514_,8.46
_07796_,8.46
_07909_,8.46
_08580_,8.46
_09099_,8.46
_09759_,8.46
_09779_,8.46
_10433_,8.46
_10858_,8.46
top_inst.deskew_buff_inst.row\[1\].delayed_pass.shift_reg\[1\]\[30\],8.46
net200,8.46
_00864_,8.445
_01233_,8.44
_01560_,8.44
_01760_,8.44
_02534_,8.44
_02919_,8.44
_03167_,8.44
_03182_,8.44
_03497_,8.44
_04088_,8.44
_04159_,8.44
_04505_,8.44
_05752_,8.44
_05802_,8.44
_05955_,8.44
_06828_,8.44
_08947_,8.44
_08964_,8.44
_09261_,8.44
_09798_,8.44
top_inst.axis_out_inst.out_buff_data\[84\],8.44
net198,8.44
_00583_,8.42
_05894_,8.42
_05964_,8.42
_06435_,8.42
_07680_,8.42
_09633_,8.42
_10212_,8.42
_00637_,8.405
_00852_,8.405
net314,8.405
net543,8.405
_00360_,8.4
_01232_,8.4
_04962_,8.4
_05678_,8.4
_06283_,8.4
_09468_,8.4
_10571_,8.4
_11287_,8.4
top_inst.axis_out_inst.out_buff_data\[16\],8.4
net672,8.4
_01722_,8.39
_00007_,8.38
_00621_,8.38
_00720_,8.38
_01469_,8.38
_02519_,8.38
_04399_,8.38
_05949_,8.38
_07101_,8.38
_08971_,8.38
_10495_,8.38
input_tdata[2],8.38
input_tdata[4],8.38
_01441_,8.37
_04044_,8.37
_01577_,8.36
_02111_,8.36
_03828_,8.36
_05931_,8.36
_06262_,8.36
_06418_,8.36
_07877_,8.36
_08329_,8.36
_09380_,8.36
_09399_,8.36
_09807_,8.36
_10257_,8.36
_10375_,8.36
_10730_,8.36
_10765_,8.36
_11187_,8.36
_11590_,8.36
_02225_,8.34
_02670_,8.34
_02835_,8.34
_03650_,8.34
_07427_,8.34
_08445_,8.34
_08942_,8.34
_09014_,8.34
_09638_,8.34
_10295_,8.34
_01702_,8.325
_01521_,8.32
_01687_,8.32
_01700_,8.32
_01931_,8.32
_02904_,8.32
_03312_,8.32
_04023_,8.32
_04194_,8.32
_04563_,8.32
_05835_,8.32
_07334_,8.32
_07766_,8.32
_08310_,8.32
_08606_,8.32
_08992_,8.32
_09328_,8.32
_10248_,8.32
_11370_,8.32
_00306_,8.305
_03618_,8.3
_04269_,8.3
_06314_,8.3
_06955_,8.3
_08188_,8.3
_08325_,8.29
_10243_,8.29
_00680_,8.285
_00805_,8.285
_01797_,8.28
_04665_,8.28
_04679_,8.28
_10087_,8.28
top_inst.grid_inst.rows\[2\].cols\[2\].pe_inst.sum_output\[31\],8.28
net1112,8.28
_00686_,8.275
_00090_,8.265
_02234_,8.26
_02566_,8.26
_05620_,8.26
_09511_,8.26
_10537_,8.26
net1063,8.26
_06387_,8.25
_00958_,8.24
_01224_,8.24
_02619_,8.24
_03223_,8.24
_03323_,8.24
_03557_,8.24
_03562_,8.24
_03761_,8.24
_04111_,8.24
_04800_,8.24
_04998_,8.24
_05823_,8.24
_05968_,8.24
_06091_,8.24
_06348_,8.24
_06685_,8.24
_06939_,8.24
_07011_,8.24
_08251_,8.24
_08285_,8.24
_08312_,8.24
_08348_,8.24
_08378_,8.24
_08424_,8.24
_09094_,8.24
_09713_,8.24
_10219_,8.24
_10222_,8.24
_10437_,8.24
_10701_,8.24
_10836_,8.24
_11518_,8.24
net231,8.24
_00416_,8.22
_08239_,8.22
_08875_,8.22
_09123_,8.22
_09373_,8.22
_09740_,8.22
_10832_,8.22
_11475_,8.22
_02302_,8.215
_04027_,8.21
_00233_,8.205
_03298_,8.2
_03570_,8.2
_03694_,8.2
_04319_,8.2
_04433_,8.2
_07920_,8.2
_08774_,8.2
_09245_,8.2
net487,8.185
net507,8.185
_05825_,8.18
net185,8.18
_05827_,8.17
_00102_,8.165
_00359_,8.165
_02332_,8.16
_04173_,8.16
_04649_,8.16
_05926_,8.16
_05988_,8.16
_06752_,8.16
_07231_,8.16
_07315_,8.16
_09989_,8.16
_10424_,8.16
top_inst.deskew_buff_inst.col_input\[55\],8.16
_00496_,8.155
_00155_,8.14
_00961_,8.14
_01054_,8.14
_01340_,8.14
_03423_,8.14
_03921_,8.14
_04427_,8.14
_04652_,8.14
_05371_,8.14
_05541_,8.14
_06157_,8.14
_06552_,8.14
_06905_,8.14
_07564_,8.14
_08035_,8.14
_08789_,8.14
_09627_,8.14
_10325_,8.14
_10803_,8.14
_10924_,8.14
_11385_,8.14
_11698_,8.14
top_inst.deskew_buff_inst.col_input\[119\],8.14
top_inst.deskew_buff_inst.row\[0\].delayed_pass.shift_reg\[2\]\[10\],8.14
top_inst.skew_buff_inst.row\[1\].has_delay.shift_reg\[0\]\[1\],8.14
net258,8.14
net537,8.14
net613,8.14
net1002,8.14
_00365_,8.125
_01573_,8.12
_02442_,8.12
_02555_,8.12
_03358_,8.12
_03978_,8.12
_04079_,8.12
_04121_,8.12
_04128_,8.12
_04164_,8.12
_05026_,8.12
_05604_,8.12
_05806_,8.12
_07188_,8.12
_07933_,8.12
_08234_,8.12
_08984_,8.12
_10262_,8.12
_10491_,8.12
_10527_,8.12
_10930_,8.12
top_inst.axis_out_inst.out_buff_data\[79\],8.12
top_inst.grid_inst.rows\[2\].cols\[2\].pe_inst.sum_output\[20\],8.12
_01403_,8.11
_00924_,8.1
_01028_,8.1
_01143_,8.1
_01648_,8.1
_02032_,8.1
_03087_,8.1
_03099_,8.1
_03661_,8.1
_04217_,8.1
_04503_,8.1
_04709_,8.1
_05039_,8.1
_05056_,8.1
_05065_,8.1
_05108_,8.1
_05226_,8.1
_05324_,8.1
_05412_,8.1
_05649_,8.1
_06218_,8.1
_06427_,8.1
_06961_,8.1
_07134_,8.1
_07341_,8.1
_07662_,8.1
_09463_,8.1
_09813_,8.1
_10115_,8.1
_10528_,8.1
_11274_,8.1
_11323_,8.1
top_inst.axis_out_inst.out_buff_data\[113\],8.1
top_inst.deskew_buff_inst.col_input\[127\],8.1
top_inst.skew_buff_inst.row\[2\].has_delay.shift_reg\[0\]\[1\],8.1
net734,8.1
_05170_,8.095
_03319_,8.085
_10288_,8.08
_11056_,8.08
_02577_,8.07
_00797_,8.065
_00948_,8.065
_01027_,8.065
net361,8.065
net504,8.065
net984,8.065
_04107_,8.06
_04627_,8.06
_04723_,8.06
_05011_,8.06
_08128_,8.06
_08202_,8.06
_10963_,8.06
_11711_,8.06
top_inst.deskew_buff_inst.row\[0\].delayed_pass.shift_reg\[0\]\[21\],8.06
top_inst.deskew_buff_inst.row\[0\].delayed_pass.shift_reg\[1\]\[2\],8.06
top_inst.skew_buff_inst.row\[3\].has_delay.shift_reg\[2\]\[3\],8.06
output_tdata[111],8.05
output_tdata[112],8.05
output_tdata[24],8.05
output_tdata[66],8.05
net399,8.045
_02625_,8.04
_03166_,8.04
_04676_,8.04
_04999_,8.04
_05367_,8.04
_06070_,8.04
_08023_,8.04
_08047_,8.04
_08917_,8.04
output_tdata[13],8.04
output_tdata[25],8.04
output_tdata[44],8.04
output_tdata[69],8.04
output_tdata[83],8.04
output_tdata[84],8.04
output_tdata[91],8.04
_11044_,8.035
_00145_,8.025
_00424_,8.025
_00676_,8.025
net638,8.025
_01052_,8.02
_01774_,8.02
_02457_,8.02
_03014_,8.02
_03061_,8.02
_03796_,8.02
_03874_,8.02
_05224_,8.02
_05225_,8.02
_06089_,8.02
_06600_,8.02
_07239_,8.02
_08017_,8.02
_08086_,8.02
_08287_,8.02
_08400_,8.02
_08625_,8.02
_08652_,8.02
_08973_,8.02
_09294_,8.02
_11532_,8.02
top_inst.deskew_buff_inst.row\[1\].delayed_pass.shift_reg\[1\]\[28\],8.02
net512,8.02
net659,8.02
_02036_,8
_03056_,8
_03140_,8
_03639_,8
_03732_,8
_04456_,8
_05848_,8
_05982_,8
_06236_,8
_07014_,8
_07667_,8
_09135_,8
_09145_,8
_09224_,8
_09411_,8
_10888_,8
_10986_,8
_11408_,8
_11473_,8
net443,8
_00456_,7.985
_00522_,7.985
_01097_,7.98
_01295_,7.98
_01598_,7.98
_01785_,7.98
_02373_,7.98
_03230_,7.98
_03901_,7.98
_04144_,7.98
_04474_,7.98
_04728_,7.98
_04922_,7.98
_04946_,7.98
_04952_,7.98
_04979_,7.98
_05041_,7.98
_05082_,7.98
_06460_,7.98
_06490_,7.98
_06930_,7.98
_06935_,7.98
_07220_,7.98
_07412_,7.98
_07748_,7.98
_08387_,7.98
_08487_,7.98
_09093_,7.98
_09953_,7.98
_10247_,7.98
_10430_,7.98
_10684_,7.98
_10813_,7.98
top_inst.axis_out_inst.out_buff_data\[29\],7.98
_00493_,7.965
_01776_,7.96
_01861_,7.96
_03039_,7.96
_08823_,7.96
_09116_,7.96
_09901_,7.96
net217,7.96
_00245_,7.945
net765,7.945
_01513_,7.94
_02369_,7.94
_02597_,7.94
_02798_,7.94
_04775_,7.94
_05205_,7.94
_05482_,7.94
_06321_,7.94
_07208_,7.94
_00494_,7.925
_02081_,7.92
_02845_,7.92
_03946_,7.92
_04295_,7.92
_04346_,7.92
_04519_,7.92
_04975_,7.92
_07542_,7.92
_07663_,7.92
net610,7.91
_00798_,7.905
_02082_,7.9
_02415_,7.9
_02490_,7.9
_02672_,7.9
_03163_,7.9
_03778_,7.9
_04837_,7.9
_05928_,7.9
_06159_,7.9
_06318_,7.9
_06522_,7.9
_08479_,7.9
_09327_,7.9
_09586_,7.9
_09832_,7.9
_10499_,7.9
_11392_,7.9
_11537_,7.9
_02103_,7.895
_10479_,7.895
_11516_,7.89
_00163_,7.88
_00598_,7.88
